ID	logFC	t	P.Value	adj.P.Val	B
1157	RAP2A	-0.62835108021253	-4.75506215381713	5.43060409028694e-06	1.26941763856483e-05	3.16944877453852
5256	MSH2	-0.703804682103606	-4.75501475366392	5.4316804763174e-06	1.26941763856483e-05	3.16925789310928
5930	TMEM9B	-0.574162690314367	-4.75268526659168	5.48483509247524e-06	1.2813777799015e-05	3.15987861332842
4411	NFIX	0.689275779557805	4.75256670649684	5.48755385146705e-06	1.28155062178509e-05	3.15940133610191
2787	LAMC2	-0.901303277001152	-4.75221958763193	5.49552131231472e-06	1.28294866685473e-05	3.15800401654671
5562	PIM3	0.731154358015946	4.75201038924097	5.50032847971807e-06	1.28360818863619e-05	3.15716192685346
6449	ZFP106	-0.529192981298379	-4.74830810209657	5.58608042595692e-06	1.30315046248188e-05	3.14226327568153
4129	RPP14	0.372221630356792	4.74812729175417	5.59030133887507e-06	1.30366551928538e-05	3.14153586816568
74	MAPK8	-0.483987141613327	-4.7465163802632	5.62804378895314e-06	1.3119946572088e-05	3.13505594716263
87	CALM1	-0.45347491008931	-4.74540550759118	5.65421439610448e-06	1.31762117413359e-05	3.13058832456686
4202	ITGA8	-1.63690744191677	-4.74449460810256	5.6757618509989e-06	1.32216668154924e-05	3.12692547683139
4586	F13A1	-1.15260415418433	-4.74343489324691	5.7009296685349e-06	1.32755197890802e-05	3.12266483299128
4610	UCK2	0.602611981806697	4.74299502435613	5.7114081063354e-06	1.32951397903048e-05	3.12089650788996
6099	MTPN	0.481112218278071	4.74269028903329	5.71867836666967e-06	1.33072803099363e-05	3.11967150208364
5179	ZNF580	0.606731097178664	4.74109189344283	5.75695936748349e-06	1.33890017317538e-05	3.11324699952486
4905	MAF1	0.614786395008255	4.74105140205948	5.75793233831599e-06	1.33890017317538e-05	3.11308427010934
5464	USP37	0.530061340715762	4.73530999492709	5.89751774282087e-06	1.37086593332764e-05	3.09002004036315
2343	TMBIM6	-0.435639000051652	-4.73511639165861	5.90228130901255e-06	1.37148093854199e-05	3.08924263872721
1357	SRI	-0.521054624555484	-4.73180661067205	5.98429655753785e-06	1.39003961644961e-05	3.07595581959897
744	PSMB9	-0.778237405233201	-4.72947438908371	6.04275003892964e-06	1.40311399254601e-05	3.06659718088941
779	PRKCB	-1.17435127037688	-4.72932659322009	6.04647288511538e-06	1.40347521161316e-05	3.0660042194436
1304	HUWE1	0.464034673954366	4.7284075212016	6.06967339874164e-06	1.40835560481014e-05	3.06231716241355
3273	APIP	-0.843292765770803	-4.72802471777714	6.07936207719024e-06	1.41009845314771e-05	3.06078160948193
5917	NBAS	-0.336250077011723	-4.7276906423509	6.08782969845459e-06	1.41155693258833e-05	3.05944159113842
1353	FKBP1A	0.562788096039946	4.72540732385929	6.14601028342562e-06	1.42453695760431e-05	3.0502846681849
5421	POU5F1	0.742648789871094	4.72260931514405	6.21804007800713e-06	1.44071654902233e-05	3.03906782622811
2359	BAX	0.604394891678556	4.72206583889785	6.23212542264474e-06	1.44346367085291e-05	3.03688963599581
85	ARHGEF1	0.577819046955856	4.71936510082945	6.30258035985931e-06	1.45926029354483e-05	3.02606796243587
2586	KCNJ8	-0.793840630292174	-4.71631823669211	6.38299082225935e-06	1.47734984149219e-05	3.01386453180964
4948	NSUN4	0.471258304181882	4.71581063392435	6.39648326179724e-06	1.4799437514612e-05	3.01183198997156
5638	ST3GAL2	0.568158472502257	4.71385464248946	6.44873361441944e-06	1.4912645001479e-05	3.00400123095829
4909	ATP6V0D1	0.479507300789823	4.7138067430455	6.45001832136238e-06	1.4912645001479e-05	3.00380949506347
3560	TNFRSF6B	0.514675275642005	4.71220793050707	6.4930424143198e-06	1.50055008283551e-05	2.99741040946964
2116	EIF5	-0.387986363043746	-4.71214229775555	6.49481451851135e-06	1.50055008283551e-05	2.99714775316671
2524	CSTF3	-0.430853920939848	-4.71200154989512	6.49861633253661e-06	1.50089298750025e-05	2.99658450157915
3496	IKZF2	-0.724268533275362	-4.71148804595496	6.5125051367295e-06	1.50356446579181e-05	2.99452963560028
6131	TCFL5	0.629874252045081	4.70800391685825	6.60750276213889e-06	1.52495323904531e-05	2.98059145181042
4293	TMEM222	0.431622787147801	4.70466561040439	6.6997822374255e-06	1.54569967116379e-05	2.9672433385257
1880	TLR2	-0.806445832761635	-4.70280592275976	6.75172872238199e-06	1.55712945890833e-05	2.95981028587429
2320	SART3	0.361646549161482	4.70271925094273	6.75415920431869e-06	1.55713545771335e-05	2.95946391391448
3216	UCN2	0.746898572452652	4.70152604445929	6.78770574869264e-06	1.5643125419407e-05	2.95469587932595
5415	PSMC2	-0.50899353161233	-4.70133478280379	6.79309797586117e-06	1.5649983099138e-05	2.9539316788423
129	VAV3	1.07880994647475	4.69907860744971	6.85702000593516e-06	1.57908742633441e-05	2.94491858827235
4548	GPSM1	0.665710883246477	4.69900446271969	6.85913052853411e-06	1.57908742633441e-05	2.94462244191908
3203	RPL23	-0.424723207989564	-4.69778268523583	6.89399900136578e-06	1.58655072966755e-05	2.93974292741156
1453	ENGASE	0.569698151040582	4.69692062261621	6.91870470929884e-06	1.59143496818202e-05	2.93630056658611
5106	IGSF21	1.25159156992039	4.69687072873784	6.92013723038999e-06	1.59143496818202e-05	2.93610134538829
1637	ANKRD23	1.05944963501335	4.69280927306741	7.03771512697506e-06	1.61790000576111e-05	2.91988929811478
1840	MERTK	-0.780731291123691	-4.68967106443372	7.12988738307102e-06	1.63850783153896e-05	2.90736924021165
1860	TAF9B	0.640153072881511	4.68846418728479	7.16564473240757e-06	1.6461410176329e-05	2.90255588783969
4368	CKS2	0.771514324393814	4.68774187793502	7.18712827425178e-06	1.6504908760303e-05	2.8996755351998
2956	VPS35	-0.341292820469087	-4.6862056971018	7.23302616539871e-06	1.66044230581787e-05	2.89355073454265
1242	EID1	-0.409240766393366	-4.68418756375112	7.29375514698354e-06	1.67379016059055e-05	2.8855064980269
4399	EPS8L1	-0.770981311355365	-4.68269953722403	7.33884811515649e-06	1.68354163633558e-05	2.87957680130118
1102	DOCK1	-0.438431424582575	-4.67995138898172	7.42283797023522e-06	1.70220604444912e-05	2.86862904461741
1818	SNCAIP	-0.900259668934247	-4.67672366691961	7.52267297300433e-06	1.72448956365225e-05	2.85577653578783
3163	NDUFS7	0.391174995029077	4.67613139400557	7.54113281940462e-06	1.72810955903978e-05	2.8534188276316
5016	BEND7	0.665136936124079	4.67420622836644	7.60143932931634e-06	1.74131309149815e-05	2.84575660505818
373	PLSCR1	-0.853702797833126	-4.67255207489614	7.65362883437136e-06	1.75264852656962e-05	2.83917477742689
6097	RSF1	-0.412660563291581	-4.67154630642818	7.6855307441368e-06	1.75933181686214e-05	2.83517364893563
6313	BCKDK	0.361330248589532	4.67142888783733	7.68926351463788e-06	1.75956432935671e-05	2.83470657576033
4372	MAP4	0.504987150127694	4.67130011753456	7.69335917624765e-06	1.75987969005227e-05	2.83419435663004
969	MDK	0.868935465379964	4.67079050902792	7.70958847610645e-06	1.76296945520005e-05	2.83216734592954
3117	PABPN1	0.463911437365648	4.66695951155837	7.83265782872195e-06	1.79047977757866e-05	2.81693417266072
2755	KARS	-0.632319592271863	-4.66589242502479	7.86727468880352e-06	1.79775832338361e-05	2.81269267637275
4531	NAA16	0.445213573121314	4.66481247118919	7.90245967163267e-06	1.80516151088159e-05	2.8084007242465
4563	RUSC2	0.482979486528833	4.66070563032868	8.03765648386322e-06	1.83539715759867e-05	2.79208565700517
2700	METTL2B	0.393062823712475	4.65487427204973	8.23347527260766e-06	1.87944962514654e-05	2.76893693266006
5456	HSF2	-0.550158661261165	-4.65358171512244	8.27750046944297e-06	1.88883344045499e-05	2.76380861790202
4015	TRIM5	-0.536599005199616	-4.65330305003841	8.28702175175904e-06	1.88920364787425e-05	2.76270312423341
4309	PRUNE2	-1.00921272055903	-4.65321161375729	8.29014820650435e-06	1.88920364787425e-05	2.76234039699126
4944	PRUNE2.1	-1.00921272055903	-4.65321161375729	8.29014820650435e-06	1.88920364787425e-05	2.76234039699126
572	FAP	-1.13394658150688	-4.65319279547456	8.290791796261e-06	1.88920364787425e-05	2.76226574558226
5187	CYB5R2	-0.651392560672062	-4.65227229963931	8.32233204745827e-06	1.89572361376503e-05	2.75861443164883
5768	ADPGK	-0.618548771193482	-4.64867009896116	8.44687893092899e-06	1.92321096377173e-05	2.74433050926158
1389	ARRB2	0.425152402030494	4.64861084793304	8.44894254467351e-06	1.92321096377173e-05	2.74409562400257
3747	CSNK2B	0.390835349034806	4.6450009649605	8.575592831495e-06	1.95135415238094e-05	2.72978913915964
6290	GLO1	-0.994625410933654	-4.64327014455703	8.6369669079703e-06	1.96462935356571e-05	2.72293241081291
5925	NDUFA6	-0.361991581689511	-4.64222092588648	8.67437831099334e-06	1.97244641650256e-05	2.71877675236433
4502	CREB1	-0.467549830826058	-4.6421190606228	8.67801879957677e-06	1.97258159866828e-05	2.71837332791501
6176	SLC39A2	1.52938741930755	4.64167003438496	8.69408384329702e-06	1.97553989365584e-05	2.71659509044399
1868	GPS2	0.559886797723874	4.64075616283449	8.72686879086881e-06	1.98229401226469e-05	2.71297634110375
1298	RPS25	-0.375075801339421	-4.63888645005564	8.79431732481474e-06	1.99691441078192e-05	2.70557420748247
5042	ENOX2	-0.43972936250527	-4.63837351869989	8.81290890660527e-06	2.00043456288734e-05	2.70354389412403
739	PSMA6	-0.390742091773453	-4.63716431707061	8.85688788261208e-06	2.00971289165367e-05	2.69875818827516
2228	ITSN2	0.414332368735896	4.63704691881708	8.86116897380546e-06	2.00998004463622e-05	2.69829360310325
3711	NSL1	0.66050828477064	4.63671793348777	8.8731765479118e-06	2.01199899594807e-05	2.6969917392272
2107	DFNB31	0.698454142988571	4.63398678710046	8.9734695706498e-06	2.0340283142992e-05	2.68618652296072
4647	RRP12	0.648991459125717	4.63383530780911	8.97906415649477e-06	2.03458430641918e-05	2.68558735721136
66	TP53BP2	-0.461684285260157	-4.63058360492671	9.09997592007891e-06	2.06126072257541e-05	2.67272878911514
6452	PCDH1	0.695256055585276	4.63047291583133	9.10411938588472e-06	2.06147822178285e-05	2.67229119052437
1981	C1R	-0.925744784220759	-4.62494712053346	9.31330351353842e-06	2.108107429349e-05	2.65045483513614
5483	NUPR1	0.641226926528626	4.62462218127897	9.32574800479738e-06	2.11018672533431e-05	2.64917133890425
3366	EPAS1	0.582031773862283	4.62406473441862	9.3471345106036e-06	2.1142872193737e-05	2.6469695951556
2350	BCL2L11	0.52281428997766	4.62200562088737	9.42654448210641e-06	2.13150496040926e-05	2.63883834710031
6252	MIA	1.09389809040724	4.62168282454385	9.43905216040367e-06	2.13358819514046e-05	2.63756388519651
3397	LGMN	-0.475275946213596	-4.62157483059712	9.44324027943206e-06	2.13379009244948e-05	2.63713751834452
4501	SACM1L	-0.815985196372419	-4.61878179120888	9.55218356299414e-06	2.15765402001919e-05	2.62611285829392
272	ADRA1D	0.419439430829345	4.61616723454152	9.65526557119825e-06	2.1801778186569e-05	2.61579695252862
6406	GALNT2	0.654172208324567	4.61504684964927	9.69976650756103e-06	2.18946280595905e-05	2.61137765819367
2211	GPX7	-0.716836169694548	-4.61489103131716	9.70597119187114e-06	2.19009998043754e-05	2.61076310147153
6032	BHLHE41	-1.10990437352388	-4.61465763066397	9.71527238242095e-06	2.19143517758823e-05	2.60984258280855
1400	STXBP2	0.573279375273902	4.61438672179925	9.72607910901602e-06	2.19310892444247e-05	2.60877417502638
3448	TRPS1	-0.674136535066389	-4.61417433614179	9.73455943355845e-06	2.1942571142264e-05	2.60793660138457
6139	CNBP	-0.29636572450032	-4.61292244697468	9.78469142223888e-06	2.20478989737018e-05	2.60300014638986
3188	PARK7	-0.444333983232493	-4.60897372367473	9.94445888149301e-06	2.24001098144517e-05	2.58743570357605
5721	C19orf6	0.388978260336016	4.60785748305804	9.99007787809903e-06	2.24950432331604e-05	2.58303758811929
1221	MORF4L2	-0.56741996375332	-4.60673769206569	1.00360452042811e-05	2.25906947316388e-05	2.57862623806342
5334	C21orf91	-0.560043519768963	-4.6060654638619	1.00637382539461e-05	2.26451594623194e-05	2.57597839798266
1079	ITGB1BP1	-0.550687383862403	-4.60530291516753	1.00952415590879e-05	2.2708157115892e-05	2.57297512418774
1269	NFKBIB	0.567126471105135	4.60519659866441	1.00996413957153e-05	2.27101658606432e-05	2.57255642786128
2153	TANK	-0.566665904888456	-4.60505239911411	1.01056119587169e-05	2.27157039377476e-05	2.57198855116696
4195	WDR7	-0.52679884280564	-4.60453780767152	1.01269463727761e-05	2.27557615232817e-05	2.569962124934
221	MAFB	0.704261075676544	4.60346971343274	1.01713674752436e-05	2.28476502843141e-05	2.56575655182916
1790	SCOC	-0.630213377677255	-4.59999527570577	1.03171728907247e-05	2.31671330236938e-05	2.55208086919382
2184	UPF3B	0.50756609333005	4.59907686207942	1.03560506069694e-05	2.32463721770307e-05	2.54846713221849
5729	B4GALT3	0.390574781833883	4.59601090792054	1.04868646956186e-05	2.3531855775754e-05	2.53640702684016
6046	TOX2	0.949327074451161	4.59483954219015	1.05372634180806e-05	2.36367571511915e-05	2.53180089189638
4679	RFX2	0.656420110599981	4.59441748551317	1.05554799662693e-05	2.36694211431994e-05	2.53014145114011
3146	LAD1	0.82336585725653	4.59262553358726	1.06331625870748e-05	2.38324178208238e-05	2.52309706052468
2181	BAD	0.36842286337762	4.5925711388824	1.06355292622268e-05	2.38324178208238e-05	2.5228832583831
5772	PPP2R2D	0.436161061839812	4.58481420926432	1.09782915156282e-05	2.45919805794563e-05	2.49241243574591
4852	ZFP161	-0.554424166996331	-4.58338259918464	1.10427075262483e-05	2.47206779858132e-05	2.48679275640481
3622	RPS6KC1	-0.892596523817029	-4.58336772198212	1.10433788469669e-05	2.47206779858132e-05	2.486734363565
6309	TEF	0.993754901718548	4.58253407378197	1.10810595730783e-05	2.47964553542693e-05	2.48346251872158
3577	TSPAN15	0.86144781161958	4.58149016325376	1.11284193211559e-05	2.48938319598638e-05	2.47936604455752
5860	TRAPPC4	-0.421976620118869	-4.58004320229743	1.11943880551545e-05	2.50327545045513e-05	2.47368902722971
4228	BAHCC1	0.570764755040436	4.57718507580571	1.13258056163656e-05	2.53178864934704e-05	2.46247916227844
5019	C1orf190	0.684855137797596	4.57658855206303	1.13534213723057e-05	2.53708615621296e-05	2.4601401599164
2490	DUSP2	0.909292984714406	4.57589722357505	1.13855074550279e-05	2.5433786229307e-05	2.45742969299081
2265	FXR1	-0.406542916918379	-4.57346634827263	1.14990268375013e-05	2.56785164826408e-05	2.44790134965393
2029	LSM3	-0.30425934066874	-4.57081246115375	1.16242091355711e-05	2.59491135339395e-05	2.43750295897759
1031	NDRG1	0.894296757301404	4.57058848196834	1.16348341393315e-05	2.5963882111065e-05	2.43662556534886
6157	SMYD2	-0.591274480283502	-4.57007530196231	1.16592134813891e-05	2.60093236326131e-05	2.43461540028422
2103	CADM1	-0.807042861876304	-4.56749088568549	1.17827418122531e-05	2.62758388347628e-05	2.42449447739615
683	LSAMP	-1.10345257749307	-4.56557326398537	1.18752152008537e-05	2.64729410122991e-05	2.41698743568023
4858	TIMP4	0.766633915097179	4.56380134896203	1.19612850802185e-05	2.66556373639005e-05	2.41005278928491
5043	CUTC	-0.643494263705083	-4.56351530995121	1.19752356497293e-05	2.66775459469029e-05	2.40893351316183
5329	ACCS	-0.594549101835531	-4.56240672890364	1.20294515187559e-05	2.67891086779446e-05	2.40459608460971
2397	KLF13	0.641558306135795	4.55983173805714	1.21562995928579e-05	2.70622881276547e-05	2.39452407473301
3052	CLGN	-1.16894476785833	-4.55864585579435	1.22151515948811e-05	2.71839593568557e-05	2.38988688460167
1469	NAT1	-1.2743432920852	-4.55641206803286	1.23267564575854e-05	2.74229044381047e-05	2.38115436511061
1462	CYB5A	-0.668870706011374	-4.55534807001555	1.23802617494719e-05	2.75324777093337e-05	2.37699595939111
2591	FCN2	1.02651078362095	4.55493088009752	1.24013021455692e-05	2.75698018176128e-05	2.37536565127417
1528	VAMP3	-0.388977284770503	-4.55431938692727	1.24322043770006e-05	2.76290170025587e-05	2.37297623038536
1414	FXYD2	0.614730743127559	4.55369283383434	1.2463944806441e-05	2.76900537106388e-05	2.37052819899255
2833	CACNA1B	0.678554539852464	4.54938695493406	1.26842021842131e-05	2.81697165106187e-05	2.353710997984
211	ATF3	-1.68830635323293	-4.54776520260622	1.27681297910576e-05	2.8346386193654e-05	2.34737995420259
4466	PLEKHJ1	0.468078900847759	4.54505537610367	1.29095645507248e-05	2.8650562039237e-05	2.33680483778029
5895	PGS1	0.483855698880909	4.54387055323431	1.2971878605579e-05	2.87789948097738e-05	2.33218246753935
5909	SETMAR	-0.509750442980777	-4.54214203400281	1.30633088059778e-05	2.89705503572776e-05	2.32544050351197
3858	ANAPC2	0.536401091012932	4.54206933873038	1.30671676333551e-05	2.89705503572776e-05	2.32515700087796
2682	ARL4D	0.718282199573409	4.54133051981515	1.31064482794294e-05	2.90476930381879e-05	2.32227588108261
1985	EFEMP1	-0.957196040990808	-4.54097543327329	1.31253676416418e-05	2.90796718601685e-05	2.32089129396341
4629	MIF	0.560566703299492	4.53740456818007	1.33170987185481e-05	2.94943677501086e-05	2.30697172430291
5626	PDCD11	0.428505223809756	4.53344165675245	1.35330457504049e-05	2.99623946255119e-05	2.29153305419248
857	GPNMB	-0.983054959845228	-4.52457332671147	1.4028615880165e-05	3.10489803280753e-05	2.25701875543082
1522	UNC13B	0.693256591853191	4.52189412735135	1.41817463538327e-05	3.13771743721969e-05	2.24660117277245
3049	GIGYF2	0.428559503887107	4.52057195069945	1.42579091111482e-05	3.15349109985641e-05	2.24146175139681
1751	SH3PXD2A	0.618406449231383	4.5198938690551	1.42971223815035e-05	3.16108448421361e-05	2.23882640252724
2885	GEMIN6	0.375177227576225	4.51727178044082	1.44497388630697e-05	3.19373750434263e-05	2.22863837231096
2840	KIF13B	-0.515528099699636	-4.51696022578931	1.44679768153178e-05	3.19667751129301e-05	2.22742811877417
265	KLK2	-1.0234240074723	-4.51678560892549	1.44782083438982e-05	3.19784710897289e-05	2.22674983472521
4305	NUP205	0.394982921812276	4.51615210333534	1.4515386731571e-05	3.20496571679692e-05	2.22428919456524
2028	CETN2	-0.447435955995183	-4.51206790996792	1.47572960703511e-05	3.25726821239242e-05	2.20843143683305
2983	LIMK2	0.472836649132467	4.51156450087956	1.47873812890357e-05	3.26279663467786e-05	2.20647755310384
5832	DEXI	0.354452773841554	4.51110372677424	1.48149703925779e-05	3.26777071738197e-05	2.20468928536897
2986	KPNA6	0.467471168383965	4.50791330475715	1.50073659922156e-05	3.30908076832101e-05	2.19231081813361
6073	GNE	-0.67731769919449	-4.50770037714908	1.50202918760665e-05	3.31080361434331e-05	2.19148490676396
3630	NUP214	0.430476403554316	4.50579011313048	1.51367370219239e-05	3.33533545267026e-05	2.18407655385467
1448	ODF2	0.409103604021856	4.50377419852981	1.5260566970067e-05	3.3612260862287e-05	2.17626090641834
6356	SIGMAR1	0.412944810533939	4.50370853339164	1.52646169234073e-05	3.3612260862287e-05	2.17600636653045
1035	STARD13	0.737661662502237	4.50162599878678	1.53935983874223e-05	3.38847529425379e-05	2.16793514931756
4175	TSEN34	-0.292491919335291	-4.49878444035372	1.55712873547479e-05	3.42642395206753e-05	2.15692651966166
3998	TOR1A	-0.43777168210718	-4.49734418017502	1.5662104134141e-05	3.4452373088552e-05	2.15134863466019
4133	UGGT1	0.560716017797131	4.49666584309585	1.57050540547754e-05	3.45351205632346e-05	2.14872199284815
3066	MCFD2	-0.487769756569302	-4.49589163458937	1.57542130837469e-05	3.4631460940375e-05	2.14572446686019
3697	MUS81	0.31809074699804	4.49460034900074	1.58365348383983e-05	3.48006106594732e-05	2.14072578146647
489	NAA38	-0.435001852378311	-4.49290725836063	1.5945101392761e-05	3.5027298717612e-05	2.13417323174169
5427	PIP4K2C	0.409798175752562	4.49259258632775	1.59653581740247e-05	3.50599048948743e-05	2.13295559237628
5343	HSPB11	-0.53714498888426	-4.49050713524653	1.61002364165648e-05	3.53441122148046e-05	2.12488737998636
1730	RASGRP2	-0.698508932978872	-4.48898784541899	1.61991891570216e-05	3.55492880314713e-05	2.11901122971191
5968	SOBP	-0.714436658487816	-4.48730508096002	1.6309473920617e-05	3.57791846578305e-05	2.11250447492024
1930	NRP1	0.669023379602607	4.48719804465592	1.63165132961707e-05	3.5782505962073e-05	2.1120906562723
125	CD59	-0.377707428456231	-4.48637316740547	1.63708607871498e-05	3.58895377310704e-05	2.10890179294969
4110	TDRD7	-0.521969031377458	-4.48450368728674	1.64946796229376e-05	3.61487462734835e-05	2.10167619488873
6467	RTN4RL1	0.664355901282272	4.48222580762001	1.66467686593353e-05	3.64697137475831e-05	2.09287504307694
6379	URB2	0.516326967034385	4.4793425381007	1.68412187413457e-05	3.6883237257002e-05	2.08173942436141
2759	INHBB	0.723469323872199	4.4791559752183	1.68538758763559e-05	3.6898478761082e-05	2.08101906792748
4277	NUP37	-0.478009950819953	-4.47556440298528	1.7099337822189e-05	3.74232212695153e-05	2.06715549664263
2654	PPP2R3A	-0.587423093720753	-4.47541617248636	1.71095421998846e-05	3.74329038129907e-05	2.06658349448989
3835	DYRK1A	0.392666495835714	4.47330655041106	1.72554094325941e-05	3.77392879045861e-05	2.05844421498911
261	MST1	0.624501676194908	4.47305860263921	1.72726320356379e-05	3.77642015742035e-05	2.05748777173305
5663	MARCH7	-0.482988621619658	-4.47118446493771	1.74033480713803e-05	3.80371522478093e-05	2.05025963465598
4956	RPL31	-0.397268578621195	-4.46891404286881	1.75629820615095e-05	3.83731011573333e-05	2.04150603568235
5066	UBE2D4	0.355287426146076	4.4678651096029	1.76372088427828e-05	3.8522281438739e-05	2.03746296038136
5311	C1orf116	-0.817908979522956	-4.46592945783623	1.77749783842377e-05	3.88101011518286e-05	2.0300038546215
5848	ATP6V1F	0.299303254498881	4.46384515889456	1.79244880677235e-05	3.91233517784217e-05	2.02197453417017
2534	OS9	0.418499786353129	4.46237206950131	1.80308854191562e-05	3.93423227676736e-05	2.0163013975634
736	HLA-DRB3	-0.789971334569092	-4.4621933560415	1.80438347656951e-05	3.9357316922412e-05	2.0156132311099
5535	PHGDH	0.658877783322785	4.4613787690265	1.81029723627878e-05	3.94730131385231e-05	2.01247677735488
5160	NID2	-0.88012858528492	-4.45851152792879	1.83126192709805e-05	3.99167022547525e-05	2.00144014801867
1724	RGL1	-0.71572625161192	-4.45581484765778	1.85119299069349e-05	4.03375700125539e-05	1.99106471206638
5215	BBS2	-0.381679705301458	-4.45380230203701	1.86620375574227e-05	4.06431808401052e-05	1.98332442384657
1061	BCHE	-1.70892259894862	-4.45376628774756	1.86647343759223e-05	4.06431808401052e-05	1.98318593518672
2884	SNRPF	0.40564211816259	4.45354629455841	1.86812160433348e-05	4.06653966711382e-05	1.98233999512479
1771	TMSB4X	-0.608499135536717	-4.45336210845876	1.86950258702306e-05	4.06817834461067e-05	1.98163176729025
2834	CACNB3	0.721456097743295	4.45249229936721	1.87603751384165e-05	4.08102752423195e-05	1.97828748443608
2247	SUCLG2	-0.481217967390572	-4.45139845367257	1.88428690632527e-05	4.09759637520565e-05	1.97408248424991
1385	MET	-0.754124343771113	-4.45116951007842	1.88601793708965e-05	4.09998394111868e-05	1.97320246556966
772	MYOT	-1.63481154248356	-4.44884591341626	1.90367349009107e-05	4.13697634960731e-05	1.96427281940666
6226	GUCY1A3	-0.832803306724735	-4.44711286687143	1.91694544510693e-05	4.16442089987001e-05	1.95761486531727
4607	SETD8	0.390787603180991	4.44693914457552	1.91828074684879e-05	4.16592425103714e-05	1.95694756872394
618	DYNLT3	-0.511493131771288	-4.44644012283178	1.92212142411538e-05	4.1728656864134e-05	1.95503084687649
6440	UBR4	0.707878366232939	4.44382519275834	1.94236850127871e-05	4.2154083157778e-05	1.94498954900321
6134	RPS16	-0.430479329369264	-4.44136008743497	1.96164364480667e-05	4.25581381700771e-05	1.93552748441301
3011	FBXL20	0.417157578664725	4.43623304041933	2.0023252508884e-05	4.34261832711095e-05	1.91585997487371
3025	PFDN1	0.346896782391052	4.43568061825277	2.00675677287067e-05	4.35077230033828e-05	1.91374184692543
5684	ZZEF1	0.296056528278038	4.43525392549177	2.0101861641701e-05	4.35674886183587e-05	1.91210592829908
5138	TRIM2	-0.663095575000154	-4.43378671420797	2.02202150719866e-05	4.38093385099315e-05	1.90648158273948
2996	VPS28	0.428989503146677	4.43367749717847	2.02290519301063e-05	4.38138261870797e-05	1.90606296864875
303	TGM2	0.815471608771778	4.4315462576398	2.04022394157302e-05	4.41741566219554e-05	1.89789570958826
1910	TCERG1	-0.377061444017763	-4.43085749838252	2.04585138142852e-05	4.42811950071227e-05	1.89525687895897
4151	KLF16	0.689747980565426	4.42955876491134	2.05650327643699e-05	4.44968767731571e-05	1.89028187319415
3217	PPP4R2	0.452114495800999	4.42861955787408	2.06423970184071e-05	4.46493530698746e-05	1.88668474873021
3953	SCARF2	0.472893394489514	4.42550946211398	2.09005885487061e-05	4.51927250221772e-05	1.87477715300433
3898	PMPCB	-0.394550127768097	-4.4246107069915	2.09757784224303e-05	4.53401672442118e-05	1.87133722595664
3443	UIMC1	0.309792371029978	4.42432048946078	2.10001136486774e-05	4.53776229525642e-05	1.87022654526806
521	NIT1	0.384730161215701	4.42346193969031	2.10722638656452e-05	4.55183391574111e-05	1.86694113054572
977	RIPK4	0.641020339647804	4.42079780944598	2.12976739203204e-05	4.59899087389112e-05	1.85674923804497
5452	NUMA1	0.536125733120933	4.41932404281469	2.14233644028446e-05	4.62459026242738e-05	1.85111311103405
6344	ITIH3	1.27913052082744	4.41908519880558	2.1443801442283e-05	4.62745945152366e-05	1.85019982799095
4729	ADH1A	1.18329453795066	4.41562191191166	2.17422618725299e-05	4.69030272773163e-05	1.83696106070397
3688	PLXND1	0.652594145682231	4.4137073278365	2.19089712062146e-05	4.72469189248903e-05	1.82964560004749
893	GMFB	-0.500678745357486	-4.41193095545336	2.20647467677135e-05	4.75670106750042e-05	1.82286029356939
5740	SLC35E1	0.655174246332835	4.41089300630178	2.2156261008268e-05	4.77484014274687e-05	1.81889650033224
5639	C16orf45	-0.587266776862143	-4.40954709823529	2.22754720460924e-05	4.79893403095457e-05	1.81375766024137
753	CASP8	0.786319113617305	4.407433181498	2.24639561111164e-05	4.83793082060492e-05	1.80568876919337
611	LDLRAP1	0.403581384541309	4.40162220901357	2.29900317553697e-05	4.94958263456695e-05	1.7835225788423
3192	BCL2L2	-0.350257511169187	-4.39885030159863	2.32451374337636e-05	5.00154550186094e-05	1.77295651506932
2848	RAE1	0.390774728180853	4.39883192768267	2.32468374932079e-05	5.00154550186094e-05	1.77288649281593
83	MYOD1	0.78750241720892	4.3986812942484	2.32607794729565e-05	5.00288302447248e-05	1.77231244288829
4394	SSBP3	0.674744607866343	4.39856329335523	2.32717067504282e-05	5.00357147794731e-05	1.77186276250966
5745	ZNF691	0.435553641020003	4.39774512274216	2.33476081775238e-05	5.01822471150494e-05	1.76874510142664
60	RPL10	-0.375733030443501	-4.39708593109842	2.34089345472947e-05	5.02973656696352e-05	1.76623354086358
1132	TBC1D3F	0.538698418011978	4.3942762756258	2.36720685309333e-05	5.08458758893281e-05	1.75553165353366
2309	FOXA1	-0.986612822342744	-4.39118392947017	2.39649699775584e-05	5.14579395141472e-05	1.74375876220982
2819	BPTF	-0.407475713300733	-4.39032389114391	2.40470495561544e-05	5.16170675921962e-05	1.7404855771521
254	KLHL3	-0.739330106239382	-4.38574650648504	2.44884765919449e-05	5.25471750859627e-05	1.72307255167056
5	CD44	-0.755712516952794	-4.38330319425482	2.47272844537625e-05	5.30420318392069e-05	1.71378326115441
3072	CNOT7	-0.381496512219194	-4.3816140015054	2.48936943897195e-05	5.33813128701402e-05	1.70736328287782
